img_id,scan_name,classname,gt_bbox_index,pred_bbox_index
5,scene0025_00,cabinet,7,156.0
5,scene0025_00,cabinet,8,
5,scene0025_00,cabinet,9,165.0
5,scene0025_00,cabinet,15,168.0
5,scene0025_00,otherfurniture,10,482.0
5,scene0025_00,otherfurniture,11,497.0
5,scene0025_00,otherfurniture,12,461.0
5,scene0025_00,window,13,
5,scene0025_00,window,14,897.0
6,scene0025_01,sofa,0,727.0
6,scene0025_01,sofa,1,726.0
6,scene0025_01,cabinet,2,
6,scene0025_01,cabinet,4,152.0
6,scene0025_01,cabinet,13,157.0
6,scene0025_01,cabinet,14,189.0
6,scene0025_01,table,3,799.0
6,scene0025_01,chair,5,246.0
6,scene0025_01,chair,6,225.0
6,scene0025_01,door,7,430.0
6,scene0025_01,door,11,430.0
6,scene0025_01,desk,8,397.0
6,scene0025_01,window,9,
6,scene0025_01,window,10,888.0
6,scene0025_01,window,12,
7,scene0025_02,sofa,0,693.0
7,scene0025_02,sofa,7,701.0
7,scene0025_02,door,1,432.0
7,scene0025_02,desk,2,367.0
7,scene0025_02,desk,3,381.0
7,scene0025_02,cabinet,4,174.0
7,scene0025_02,cabinet,6,180.0
7,scene0025_02,cabinet,8,167.0
7,scene0025_02,cabinet,9,
7,scene0025_02,chair,5,243.0
7,scene0025_02,chair,12,212.0
7,scene0025_02,window,10,
7,scene0025_02,window,11,843.0
8,scene0030_00,chair,0,309.0
8,scene0030_00,chair,1,302.0
8,scene0030_00,chair,2,306.0
8,scene0030_00,chair,3,283.0
8,scene0030_00,chair,4,
8,scene0030_00,chair,5,294.0
8,scene0030_00,chair,6,
8,scene0030_00,chair,7,297.0
8,scene0030_00,chair,8,308.0
8,scene0030_00,chair,9,318.0
8,scene0030_00,chair,10,262.0
8,scene0030_00,chair,11,312.0
8,scene0030_00,chair,12,285.0
8,scene0030_00,chair,13,317.0
8,scene0030_00,chair,14,264.0
8,scene0030_00,chair,15,263.0
8,scene0030_00,chair,27,270.0
8,scene0030_00,bookshelf,16,151.0
8,scene0030_00,bookshelf,17,185.0
8,scene0030_00,bookshelf,18,168.0
8,scene0030_00,bookshelf,19,150.0
8,scene0030_00,bookshelf,31,
8,scene0030_00,window,20,
8,scene0030_00,window,21,
8,scene0030_00,window,30,
8,scene0030_00,table,22,981.0
8,scene0030_00,table,23,
8,scene0030_00,table,24,1019.0
8,scene0030_00,table,25,963.0
8,scene0030_00,table,26,1014.0
8,scene0030_00,door,28,559.0
8,scene0030_00,door,32,559.0
8,scene0030_00,otherfurniture,29,
9,scene0030_01,bookshelf,0,166.0
9,scene0030_01,bookshelf,1,
9,scene0030_01,bookshelf,2,127.0
9,scene0030_01,bookshelf,18,
9,scene0030_01,bookshelf,19,166.0
9,scene0030_01,chair,3,271.0
9,scene0030_01,chair,4,261.0
9,scene0030_01,chair,5,278.0
9,scene0030_01,chair,6,256.0
9,scene0030_01,chair,7,264.0
9,scene0030_01,chair,13,266.0
9,scene0030_01,chair,14,277.0
9,scene0030_01,chair,15,
9,scene0030_01,chair,23,
9,scene0030_01,chair,24,307.0
9,scene0030_01,chair,25,272.0
9,scene0030_01,chair,26,
9,scene0030_01,chair,27,292.0
9,scene0030_01,chair,28,254.0
9,scene0030_01,chair,30,
9,scene0030_01,chair,31,276.0
9,scene0030_01,door,8,507.0
9,scene0030_01,door,17,
9,scene0030_01,table,9,976.0
9,scene0030_01,table,10,
9,scene0030_01,table,11,
9,scene0030_01,table,12,961.0
9,scene0030_01,table,29,
9,scene0030_01,otherfurniture,16,584.0
9,scene0030_01,window,20,
9,scene0030_01,window,21,
9,scene0030_01,window,22,1059.0
10,scene0030_02,table,0,1061.0
10,scene0030_02,table,1,1039.0
10,scene0030_02,table,13,1053.0
10,scene0030_02,table,14,1086.0
10,scene0030_02,table,33,1049.0
10,scene0030_02,table,34,1023.0
10,scene0030_02,otherfurniture,2,
10,scene0030_02,bookshelf,3,201.0
10,scene0030_02,bookshelf,6,
10,scene0030_02,bookshelf,7,
10,scene0030_02,bookshelf,8,162.0
10,scene0030_02,bookshelf,12,
10,scene0030_02,bookshelf,32,
10,scene0030_02,door,4,590.0
10,scene0030_02,door,5,590.0
10,scene0030_02,window,9,
10,scene0030_02,window,10,
10,scene0030_02,window,11,
10,scene0030_02,chair,15,308.0
10,scene0030_02,chair,16,319.0
10,scene0030_02,chair,17,306.0
10,scene0030_02,chair,18,289.0
10,scene0030_02,chair,19,323.0
10,scene0030_02,chair,20,336.0
10,scene0030_02,chair,21,276.0
10,scene0030_02,chair,22,316.0
10,scene0030_02,chair,23,317.0
10,scene0030_02,chair,24,322.0
10,scene0030_02,chair,25,309.0
10,scene0030_02,chair,26,297.0
10,scene0030_02,chair,27,330.0
10,scene0030_02,chair,28,
10,scene0030_02,chair,29,311.0
10,scene0030_02,chair,30,278.0
10,scene0030_02,chair,31,333.0
11,scene0046_00,picture,0,
11,scene0046_00,chair,1,228.0
11,scene0046_00,bathtub,2,0.0
11,scene0046_00,bed,3,81.0
11,scene0046_00,otherfurniture,4,477.0
11,scene0046_00,otherfurniture,6,
11,scene0046_00,desk,5,368.0
11,scene0046_00,table,7,793.0
11,scene0046_00,door,8,427.0
11,scene0046_00,door,9,461.0
11,scene0046_00,door,10,434.0
11,scene0046_00,toilet,11,838.0
11,scene0046_00,sink,12,686.0
11,scene0046_00,showercurtain,13,666.0
11,scene0046_00,curtain,14,320.0
12,scene0046_01,curtain,0,270.0
12,scene0046_01,showercurtain,1,553.0
12,scene0046_01,table,2,678.0
12,scene0046_01,toilet,3,731.0
12,scene0046_01,otherfurniture,4,417.0
12,scene0046_01,otherfurniture,10,423.0
12,scene0046_01,otherfurniture,13,
12,scene0046_01,bed,5,86.0
12,scene0046_01,chair,6,194.0
12,scene0046_01,bathtub,7,6.0
12,scene0046_01,sink,8,604.0
12,scene0046_01,door,9,376.0
12,scene0046_01,door,11,403.0
12,scene0046_01,door,12,367.0
13,scene0046_02,otherfurniture,0,
13,scene0046_02,otherfurniture,9,491.0
13,scene0046_02,desk,1,387.0
13,scene0046_02,curtain,2,370.0
13,scene0046_02,curtain,3,358.0
13,scene0046_02,sink,4,
13,scene0046_02,cabinet,5,195.0
13,scene0046_02,bed,6,54.0
13,scene0046_02,bathtub,7,10.0
13,scene0046_02,chair,8,227.0
13,scene0046_02,toilet,10,871.0
13,scene0046_02,door,11,469.0
13,scene0046_02,door,12,445.0
13,scene0046_02,door,13,473.0
14,scene0050_00,otherfurniture,0,
14,scene0050_00,otherfurniture,1,458.0
14,scene0050_00,otherfurniture,8,495.0
14,scene0050_00,otherfurniture,9,
14,scene0050_00,otherfurniture,11,485.0
14,scene0050_00,chair,2,203.0
14,scene0050_00,chair,3,243.0
14,scene0050_00,desk,4,376.0
14,scene0050_00,door,5,437.0
14,scene0050_00,door,6,410.0
14,scene0050_00,door,7,
14,scene0050_00,door,12,406.0
14,scene0050_00,door,13,444.0
14,scene0050_00,door,14,410.0
14,scene0050_00,sofa,10,732.0
15,scene0050_01,sofa,0,763.0
15,scene0050_01,otherfurniture,1,
15,scene0050_01,otherfurniture,7,520.0
15,scene0050_01,otherfurniture,8,496.0
15,scene0050_01,door,2,473.0
15,scene0050_01,door,4,440.0
15,scene0050_01,door,5,433.0
15,scene0050_01,door,10,450.0
15,scene0050_01,door,11,450.0
15,scene0050_01,door,12,455.0
15,scene0050_01,chair,3,263.0
15,scene0050_01,chair,9,223.0
15,scene0050_01,desk,6,407.0
16,scene0050_02,chair,0,288.0
16,scene0050_02,chair,1,266.0
16,scene0050_02,desk,2,441.0
16,scene0050_02,otherfurniture,3,559.0
16,scene0050_02,otherfurniture,10,566.0
16,scene0050_02,otherfurniture,12,567.0
16,scene0050_02,otherfurniture,13,
16,scene0050_02,sofa,4,882.0
16,scene0050_02,refrigerator,5,
16,scene0050_02,door,6,
16,scene0050_02,door,7,
16,scene0050_02,door,8,507.0
16,scene0050_02,door,11,536.0
16,scene0050_02,door,14,507.0
16,scene0050_02,door,15,
16,scene0050_02,table,9,928.0
17,scene0063_00,chair,0,202.0
17,scene0063_00,chair,1,170.0
17,scene0063_00,chair,2,188.0
17,scene0063_00,chair,3,175.0
17,scene0063_00,cabinet,4,154.0
17,scene0063_00,cabinet,5,
17,scene0063_00,cabinet,9,
17,scene0063_00,door,6,349.0
17,scene0063_00,table,7,638.0
17,scene0063_00,refrigerator,8,485.0
17,scene0063_00,counter,10,237.0
18,scene0064_00,bookshelf,0,62.0
18,scene0064_00,bookshelf,8,64.0
18,scene0064_00,table,1,377.0
18,scene0064_00,table,2,379.0
18,scene0064_00,sofa,3,345.0
18,scene0064_00,sofa,4,358.0
18,scene0064_00,chair,5,96.0
18,scene0064_00,chair,6,109.0
18,scene0064_00,door,7,193.0
19,scene0064_01,bookshelf,0,94.0
19,scene0064_01,bookshelf,1,98.0
19,scene0064_01,table,2,563.0
19,scene0064_01,table,3,565.0
19,scene0064_01,chair,4,165.0
19,scene0064_01,chair,5,151.0
19,scene0064_01,chair,6,171.0
19,scene0064_01,chair,7,181.0
19,scene0064_01,door,8,296.0
20,scene0077_00,window,0,
20,scene0077_00,cabinet,1,138.0
20,scene0077_00,otherfurniture,2,376.0
20,scene0077_00,otherfurniture,5,379.0
20,scene0077_00,door,3,340.0
20,scene0077_00,door,4,341.0
20,scene0077_00,door,6,
20,scene0077_00,door,9,363.0
20,scene0077_00,counter,7,210.0
20,scene0077_00,table,8,
21,scene0077_01,otherfurniture,0,329.0
21,scene0077_01,otherfurniture,2,344.0
21,scene0077_01,door,1,296.0
21,scene0077_01,door,5,317.0
21,scene0077_01,door,6,301.0
21,scene0077_01,counter,3,
21,scene0077_01,table,4,561.0
21,scene0077_01,window,7,
21,scene0077_01,cabinet,8,
22,scene0081_00,sofa,0,384.0
22,scene0081_00,sofa,6,388.0
22,scene0081_00,sofa,7,379.0
22,scene0081_00,otherfurniture,1,235.0
22,scene0081_00,otherfurniture,2,245.0
22,scene0081_00,table,3,407.0
22,scene0081_00,table,4,413.0
22,scene0081_00,table,5,403.0
23,scene0081_01,chair,0,266.0
23,scene0081_01,chair,1,274.0
23,scene0081_01,chair,2,322.0
23,scene0081_01,chair,3,297.0
23,scene0081_01,chair,4,284.0
23,scene0081_01,chair,5,268.0
23,scene0081_01,chair,6,308.0
23,scene0081_01,chair,7,313.0
23,scene0081_01,chair,8,270.0
23,scene0081_01,chair,9,329.0
23,scene0081_01,chair,10,
23,scene0081_01,chair,11,287.0
23,scene0081_01,chair,12,
23,scene0081_01,chair,13,296.0
23,scene0081_01,chair,14,319.0
23,scene0081_01,chair,23,311.0
23,scene0081_01,chair,24,278.0
23,scene0081_01,chair,25,320.0
23,scene0081_01,chair,26,272.0
23,scene0081_01,chair,27,281.0
23,scene0081_01,chair,28,301.0
23,scene0081_01,chair,29,275.0
23,scene0081_01,chair,30,326.0
23,scene0081_01,chair,31,323.0
23,scene0081_01,chair,32,294.0
23,scene0081_01,chair,33,306.0
23,scene0081_01,table,15,1026.0
23,scene0081_01,table,16,1041.0
23,scene0081_01,table,17,
23,scene0081_01,table,18,
23,scene0081_01,table,19,1014.0
23,scene0081_01,table,20,1016.0
23,scene0081_01,table,21,1043.0
23,scene0081_01,table,22,1029.0
24,scene0081_02,table,0,1087.0
24,scene0081_02,table,1,1061.0
24,scene0081_02,table,2,1063.0
24,scene0081_02,table,3,1079.0
24,scene0081_02,table,4,1094.0
24,scene0081_02,table,5,1097.0
24,scene0081_02,table,32,1065.0
24,scene0081_02,chair,6,319.0
24,scene0081_02,chair,7,334.0
24,scene0081_02,chair,8,284.0
24,scene0081_02,chair,9,324.0
24,scene0081_02,chair,10,318.0
24,scene0081_02,chair,11,289.0
24,scene0081_02,chair,12,309.0
24,scene0081_02,chair,13,327.0
24,scene0081_02,chair,14,295.0
24,scene0081_02,chair,15,339.0
24,scene0081_02,chair,16,283.0
24,scene0081_02,chair,17,332.0
24,scene0081_02,chair,18,310.0
24,scene0081_02,chair,19,297.0
24,scene0081_02,chair,20,290.0
24,scene0081_02,chair,21,343.0
24,scene0081_02,chair,22,331.0
24,scene0081_02,chair,23,330.0
24,scene0081_02,chair,24,314.0
24,scene0081_02,chair,25,282.0
24,scene0081_02,chair,26,311.0
24,scene0081_02,chair,27,301.0
24,scene0081_02,chair,28,281.0
24,scene0081_02,chair,29,276.0
24,scene0081_02,chair,30,292.0
24,scene0081_02,chair,31,340.0
24,scene0081_02,chair,33,336.0
25,scene0084_00,otherfurniture,0,408.0
25,scene0084_00,otherfurniture,6,382.0
25,scene0084_00,otherfurniture,7,
25,scene0084_00,otherfurniture,8,376.0
25,scene0084_00,otherfurniture,10,
25,scene0084_00,door,1,
25,scene0084_00,door,4,
25,scene0084_00,showercurtain,2,492.0
25,scene0084_00,toilet,3,659.0
25,scene0084_00,sink,5,570.0
25,scene0084_00,counter,9,237.0
25,scene0084_00,window,11,698.0
26,scene0084_01,counter,0,
26,scene0084_01,showercurtain,1,583.0
26,scene0084_01,showercurtain,10,
26,scene0084_01,toilet,2,752.0
26,scene0084_01,otherfurniture,3,458.0
26,scene0084_01,otherfurniture,5,
26,scene0084_01,otherfurniture,7,429.0
26,scene0084_01,otherfurniture,8,426.0
26,scene0084_01,otherfurniture,11,
26,scene0084_01,door,4,390.0
26,scene0084_01,door,9,390.0
26,scene0084_01,sink,6,598.0
26,scene0084_01,window,12,783.0
27,scene0084_02,toilet,0,775.0
27,scene0084_02,otherfurniture,1,
27,scene0084_02,otherfurniture,5,423.0
27,scene0084_02,otherfurniture,6,439.0
27,scene0084_02,otherfurniture,8,453.0
27,scene0084_02,otherfurniture,10,436.0
27,scene0084_02,counter,2,244.0
27,scene0084_02,showercurtain,3,585.0
27,scene0084_02,window,4,
27,scene0084_02,door,7,411.0
27,scene0084_02,door,11,411.0
27,scene0084_02,sink,9,639.0
28,scene0086_00,toilet,0,696.0
28,scene0086_00,toilet,1,667.0
28,scene0086_00,door,2,336.0
28,scene0086_00,door,3,
28,scene0086_00,door,4,362.0
28,scene0086_00,door,10,
28,scene0086_00,door,11,336.0
28,scene0086_00,door,12,
28,scene0086_00,window,5,698.0
28,scene0086_00,otherfurniture,6,397.0
28,scene0086_00,otherfurniture,7,
28,scene0086_00,sink,8,533.0
28,scene0086_00,sink,9,554.0
29,scene0086_01,door,0,
29,scene0086_01,door,1,
29,scene0086_01,door,3,332.0
29,scene0086_01,door,9,316.0
29,scene0086_01,door,10,322.0
29,scene0086_01,door,11,310.0
29,scene0086_01,otherfurniture,2,340.0
29,scene0086_01,otherfurniture,4,
29,scene0086_01,toilet,5,596.0
29,scene0086_01,toilet,8,626.0
29,scene0086_01,sink,6,502.0
29,scene0086_01,sink,7,505.0
29,scene0086_01,window,12,648.0
30,scene0086_02,door,0,326.0
30,scene0086_02,door,1,350.0
30,scene0086_02,door,2,349.0
30,scene0086_02,door,3,322.0
30,scene0086_02,door,6,349.0
30,scene0086_02,door,10,326.0
30,scene0086_02,toilet,4,631.0
30,scene0086_02,toilet,5,633.0
30,scene0086_02,sink,7,513.0
30,scene0086_02,sink,9,
30,scene0086_02,otherfurniture,8,382.0
30,scene0086_02,window,11,690.0
31,scene0088_00,chair,0,313.0
31,scene0088_00,chair,1,281.0
31,scene0088_00,chair,2,266.0
31,scene0088_00,chair,3,299.0
31,scene0088_00,chair,4,264.0
31,scene0088_00,chair,5,272.0
31,scene0088_00,chair,6,269.0
31,scene0088_00,chair,7,312.0
31,scene0088_00,chair,8,317.0
31,scene0088_00,chair,9,283.0
31,scene0088_00,chair,10,279.0
31,scene0088_00,chair,11,292.0
31,scene0088_00,chair,12,275.0
31,scene0088_00,chair,13,262.0
31,scene0088_00,chair,14,294.0
31,scene0088_00,chair,15,268.0
31,scene0088_00,chair,16,265.0
31,scene0088_00,chair,17,
31,scene0088_00,chair,18,282.0
31,scene0088_00,chair,19,300.0
31,scene0088_00,chair,20,
31,scene0088_00,chair,21,290.0
31,scene0088_00,chair,22,260.0
31,scene0088_00,chair,23,273.0
31,scene0088_00,chair,26,307.0
31,scene0088_00,table,24,
31,scene0088_00,window,25,
31,scene0088_00,otherfurniture,27,613.0
31,scene0088_00,door,28,543.0
31,scene0088_00,door,29,
32,scene0088_01,chair,0,264.0
32,scene0088_01,chair,1,255.0
32,scene0088_01,chair,4,276.0
32,scene0088_01,chair,5,
32,scene0088_01,chair,7,287.0
32,scene0088_01,chair,8,
32,scene0088_01,chair,9,258.0
32,scene0088_01,chair,10,272.0
32,scene0088_01,chair,11,277.0
32,scene0088_01,chair,12,270.0
32,scene0088_01,chair,16,281.0
32,scene0088_01,chair,17,263.0
32,scene0088_01,chair,18,289.0
32,scene0088_01,chair,19,268.0
32,scene0088_01,chair,20,259.0
32,scene0088_01,chair,21,295.0
32,scene0088_01,chair,22,269.0
32,scene0088_01,chair,23,
32,scene0088_01,table,2,
32,scene0088_01,table,3,
32,scene0088_01,window,6,
32,scene0088_01,window,14,1081.0
32,scene0088_01,door,13,545.0
32,scene0088_01,otherfurniture,15,586.0
33,scene0088_02,otherfurniture,0,647.0
33,scene0088_02,cabinet,1,230.0
33,scene0088_02,window,2,
33,scene0088_02,window,3,1237.0
33,scene0088_02,window,29,
33,scene0088_02,chair,4,329.0
33,scene0088_02,chair,5,315.0
33,scene0088_02,chair,6,316.0
33,scene0088_02,chair,7,351.0
33,scene0088_02,chair,8,352.0
33,scene0088_02,chair,9,327.0
33,scene0088_02,chair,10,284.0
33,scene0088_02,chair,11,310.0
33,scene0088_02,chair,12,349.0
33,scene0088_02,chair,13,
33,scene0088_02,chair,14,334.0
33,scene0088_02,chair,15,
33,scene0088_02,chair,16,312.0
33,scene0088_02,chair,17,
33,scene0088_02,chair,18,348.0
33,scene0088_02,chair,19,300.0
33,scene0088_02,chair,20,346.0
33,scene0088_02,chair,21,319.0
33,scene0088_02,chair,22,297.0
33,scene0088_02,chair,23,294.0
33,scene0088_02,chair,24,302.0
33,scene0088_02,chair,25,322.0
33,scene0088_02,chair,26,313.0
33,scene0088_02,chair,27,354.0
33,scene0088_02,table,28,
33,scene0088_02,door,30,626.0
34,scene0088_03,table,0,
34,scene0088_03,chair,1,296.0
34,scene0088_03,chair,2,262.0
34,scene0088_03,chair,3,278.0
34,scene0088_03,chair,4,246.0
34,scene0088_03,chair,5,260.0
34,scene0088_03,chair,6,270.0
34,scene0088_03,chair,7,254.0
34,scene0088_03,chair,8,275.0
34,scene0088_03,chair,9,266.0
34,scene0088_03,chair,10,245.0
34,scene0088_03,chair,11,259.0
34,scene0088_03,chair,12,276.0
34,scene0088_03,chair,13,271.0
34,scene0088_03,chair,14,256.0
34,scene0088_03,chair,15,302.0
34,scene0088_03,chair,16,274.0
34,scene0088_03,chair,17,269.0
34,scene0088_03,chair,18,247.0
34,scene0088_03,chair,19,277.0
34,scene0088_03,chair,22,249.0
34,scene0088_03,chair,23,251.0
34,scene0088_03,chair,24,299.0
34,scene0088_03,door,20,505.0
34,scene0088_03,window,21,
35,scene0095_00,chair,0,287.0
35,scene0095_00,chair,1,280.0
35,scene0095_00,chair,2,295.0
35,scene0095_00,chair,3,307.0
35,scene0095_00,chair,4,273.0
35,scene0095_00,chair,7,278.0
35,scene0095_00,chair,8,314.0
35,scene0095_00,chair,9,327.0
35,scene0095_00,chair,10,
35,scene0095_00,chair,11,268.0
35,scene0095_00,chair,12,303.0
35,scene0095_00,chair,13,276.0
35,scene0095_00,chair,14,
35,scene0095_00,chair,15,
35,scene0095_00,chair,16,300.0
35,scene0095_00,chair,17,
35,scene0095_00,cabinet,5,252.0
35,scene0095_00,table,6,1069.0
35,scene0095_00,window,18,1200.0
35,scene0095_00,window,19,1191.0
35,scene0095_00,otherfurniture,20,
35,scene0095_00,door,21,
36,scene0095_01,otherfurniture,0,
36,scene0095_01,chair,1,278.0
36,scene0095_01,chair,2,285.0
36,scene0095_01,chair,3,276.0
36,scene0095_01,chair,4,313.0
36,scene0095_01,chair,5,277.0
36,scene0095_01,chair,6,270.0
36,scene0095_01,chair,7,288.0
36,scene0095_01,chair,8,261.0
36,scene0095_01,chair,9,311.0
36,scene0095_01,chair,10,301.0
36,scene0095_01,chair,11,268.0
36,scene0095_01,chair,12,259.0
36,scene0095_01,chair,13,267.0
36,scene0095_01,chair,14,
36,scene0095_01,chair,15,
36,scene0095_01,chair,16,281.0
36,scene0095_01,chair,20,
36,scene0095_01,table,17,982.0
36,scene0095_01,cabinet,18,232.0
36,scene0095_01,window,19,1099.0
37,scene0100_00,sink,0,455.0
37,scene0100_00,cabinet,1,139.0
37,scene0100_00,toilet,2,580.0
37,scene0100_00,bathtub,3,14.0
37,scene0100_00,otherfurniture,4,
37,scene0100_00,door,5,306.0
37,scene0100_00,door,7,
37,scene0100_00,window,6,
38,scene0100_01,toilet,0,457.0
38,scene0100_01,cabinet,1,100.0
38,scene0100_01,bathtub,2,26.0
38,scene0100_01,door,3,
38,scene0100_01,door,4,240.0
38,scene0100_01,sink,5,354.0
38,scene0100_01,otherfurniture,6,
39,scene0100_02,sink,0,502.0
39,scene0100_02,cabinet,1,133.0
39,scene0100_02,door,2,
39,scene0100_02,counter,3,
39,scene0100_02,toilet,4,611.0
39,scene0100_02,otherfurniture,5,
39,scene0100_02,bathtub,6,23.0
40,scene0131_00,chair,0,260.0
40,scene0131_00,chair,1,281.0
40,scene0131_00,chair,2,271.0
40,scene0131_00,chair,3,289.0
40,scene0131_00,chair,4,268.0
40,scene0131_00,chair,5,323.0
40,scene0131_00,chair,6,316.0
40,scene0131_00,chair,7,265.0
40,scene0131_00,chair,8,263.0
40,scene0131_00,desk,9,
40,scene0131_00,refrigerator,10,731.0
40,scene0131_00,refrigerator,12,777.0
40,scene0131_00,sofa,11,925.0
41,scene0131_01,refrigerator,0,764.0
41,scene0131_01,refrigerator,12,736.0
41,scene0131_01,sofa,1,922.0
41,scene0131_01,desk,2,
41,scene0131_01,chair,3,267.0
41,scene0131_01,chair,4,287.0
41,scene0131_01,chair,5,279.0
41,scene0131_01,chair,6,324.0
41,scene0131_01,chair,7,311.0
41,scene0131_01,chair,8,295.0
41,scene0131_01,chair,9,296.0
41,scene0131_01,chair,10,284.0
41,scene0131_01,chair,11,
42,scene0131_02,desk,0,
42,scene0131_02,chair,1,242.0
42,scene0131_02,chair,2,267.0
42,scene0131_02,chair,3,275.0
42,scene0131_02,chair,4,264.0
42,scene0131_02,chair,5,279.0
42,scene0131_02,chair,6,258.0
42,scene0131_02,chair,7,235.0
42,scene0131_02,chair,8,260.0
42,scene0131_02,chair,9,236.0
42,scene0131_02,cabinet,10,
42,scene0131_02,refrigerator,11,664.0
42,scene0131_02,refrigerator,13,622.0
42,scene0131_02,sofa,12,785.0
43,scene0139_00,otherfurniture,0,274.0
43,scene0139_00,otherfurniture,1,297.0
43,scene0139_00,otherfurniture,2,
43,scene0139_00,otherfurniture,4,
43,scene0139_00,otherfurniture,9,289.0
43,scene0139_00,cabinet,3,
43,scene0139_00,door,5,266.0
43,scene0139_00,door,6,255.0
43,scene0139_00,sink,7,398.0
43,scene0139_00,table,8,474.0
44,scene0144_00,bed,0,100.0
44,scene0144_00,table,1,866.0
44,scene0144_00,curtain,2,
44,scene0144_00,curtain,8,
44,scene0144_00,chair,3,247.0
44,scene0144_00,chair,4,277.0
44,scene0144_00,chair,10,264.0
44,scene0144_00,window,5,957.0
44,scene0144_00,door,6,465.0
44,scene0144_00,door,7,
44,scene0144_00,door,9,
45,scene0144_01,desk,0,335.0
45,scene0144_01,bed,1,76.0
45,scene0144_01,chair,2,173.0
45,scene0144_01,chair,3,200.0
45,scene0144_01,chair,4,182.0
45,scene0144_01,door,5,374.0
