img_id,scan_name,classname,gt_index,has_pred_bbox,spatial_zone
14,scene0608_01,curtain,3,True,3
14,scene0608_01,door,4,False,3
15,scene0663_01,desk,0,True,3
15,scene0663_01,desk,1,True,3
15,scene0663_01,chair,2,True,3
15,scene0663_01,chair,3,False,4
15,scene0663_01,chair,4,True,4
15,scene0663_01,cabinet,5,True,4
15,scene0663_01,cabinet,6,False,3
15,scene0663_01,cabinet,7,False,4
15,scene0663_01,door,8,True,4
16,scene0307_02,cabinet,0,True,4
16,scene0307_02,cabinet,1,True,3
16,scene0307_02,cabinet,2,True,4
16,scene0307_02,door,3,True,3
16,scene0307_02,door,4,False,1
16,scene0307_02,door,5,False,3
16,scene0307_02,door,6,False,2
16,scene0307_02,door,7,True,3
16,scene0307_02,door,8,True,3
16,scene0307_02,door,9,True,3
16,scene0307_02,chair,10,True,4
17,scene0088_00,chair,0,True,2
17,scene0088_00,chair,1,True,2
17,scene0088_00,chair,2,True,2
17,scene0088_00,chair,3,True,2
17,scene0088_00,chair,4,True,3
17,scene0088_00,chair,5,True,2
17,scene0088_00,chair,6,True,3
17,scene0088_00,chair,7,True,3
17,scene0088_00,chair,8,True,2
17,scene0088_00,chair,9,True,3
17,scene0088_00,chair,10,True,4
17,scene0088_00,chair,11,True,3
17,scene0088_00,chair,12,True,1
17,scene0088_00,chair,13,True,4
17,scene0088_00,chair,14,True,4
17,scene0088_00,chair,15,True,3
17,scene0088_00,chair,16,True,4
17,scene0088_00,chair,17,False,3
17,scene0088_00,chair,18,False,4
17,scene0088_00,chair,19,True,3
17,scene0088_00,chair,20,False,3
17,scene0088_00,chair,21,True,4
17,scene0088_00,chair,22,True,3
17,scene0088_00,chair,23,False,3
17,scene0088_00,chair,24,True,1
17,scene0088_00,door,25,True,4
17,scene0088_00,door,26,False,4
18,scene0249_00,chair,0,True,4
18,scene0249_00,chair,1,True,4
18,scene0249_00,chair,2,True,4
18,scene0249_00,chair,3,True,3
18,scene0249_00,chair,4,True,4
18,scene0249_00,chair,5,True,3
18,scene0249_00,chair,6,True,3
18,scene0249_00,chair,7,True,3
18,scene0249_00,chair,8,True,4
18,scene0249_00,chair,9,True,4
18,scene0249_00,chair,10,True,4
18,scene0249_00,chair,11,True,3
18,scene0249_00,chair,12,False,2
18,scene0249_00,chair,13,True,2
18,scene0249_00,chair,14,True,4
18,scene0249_00,chair,15,True,3
18,scene0249_00,chair,16,True,4
18,scene0249_00,chair,17,True,2
18,scene0249_00,chair,18,True,3
18,scene0249_00,chair,19,False,4
18,scene0249_00,chair,20,True,3
18,scene0249_00,chair,21,True,3
18,scene0249_00,chair,22,True,3
18,scene0249_00,chair,23,True,4
18,scene0249_00,chair,24,True,4
18,scene0249_00,chair,25,True,4
18,scene0249_00,chair,26,True,3
18,scene0249_00,chair,27,False,3
18,scene0249_00,chair,28,False,2
18,scene0249_00,chair,29,False,2
18,scene0249_00,chair,30,True,2
18,scene0249_00,chair,31,True,4
18,scene0249_00,chair,32,True,3
19,scene0414_00,chair,0,True,4
19,scene0414_00,chair,1,False,4
19,scene0414_00,chair,2,True,4
19,scene0414_00,chair,3,True,4
19,scene0414_00,chair,4,True,3
19,scene0414_00,chair,5,True,4
19,scene0414_00,chair,6,True,4
19,scene0414_00,chair,7,True,4
19,scene0414_00,chair,8,True,2
19,scene0414_00,chair,9,True,4
19,scene0414_00,chair,10,True,4
19,scene0414_00,chair,11,True,3
19,scene0414_00,chair,12,True,2
19,scene0414_00,chair,13,True,4
19,scene0414_00,chair,14,True,4
19,scene0414_00,chair,15,True,4
19,scene0414_00,chair,16,False,4
19,scene0414_00,chair,17,True,4
19,scene0414_00,chair,18,True,4
19,scene0414_00,chair,19,True,4
19,scene0414_00,chair,20,True,4
19,scene0414_00,chair,21,False,4
19,scene0414_00,chair,22,True,3
19,scene0414_00,chair,23,True,2
19,scene0414_00,chair,24,True,2
19,scene0414_00,chair,25,True,2
19,scene0414_00,chair,26,True,4
19,scene0414_00,cabinet,27,True,3
20,scene0353_00,chair,0,True,3
20,scene0353_00,chair,1,True,4
20,scene0353_00,chair,2,True,3
20,scene0353_00,curtain,3,False,4
20,scene0353_00,bookshelf,4,True,3
20,scene0353_00,desk,5,True,3
20,scene0353_00,desk,6,False,3
20,scene0353_00,door,7,False,3
20,scene0353_00,door,8,True,4
20,scene0353_00,bed,9,True,3
21,scene0608_02,chair,0,True,4
21,scene0608_02,chair,1,True,4
21,scene0608_02,chair,2,True,3
21,scene0608_02,door,3,True,3
21,scene0608_02,door,4,True,3
21,scene0608_02,door,5,False,4
21,scene0608_02,cabinet,6,False,4
21,scene0608_02,counter,7,False,4
22,scene0593_01,door,0,True,4
22,scene0593_01,door,1,True,3
22,scene0593_01,cabinet,2,True,4
22,scene0593_01,cabinet,3,True,3
22,scene0593_01,cabinet,4,True,4
22,scene0593_01,cabinet,5,False,3
24,scene0342_00,chair,0,True,3
24,scene0342_00,chair,1,True,4
24,scene0342_00,chair,2,True,3
24,scene0342_00,chair,3,True,2
24,scene0342_00,chair,4,True,3
24,scene0342_00,chair,5,False,3
24,scene0342_00,chair,6,True,3
24,scene0342_00,chair,7,True,2
24,scene0342_00,chair,8,True,2
24,scene0342_00,chair,9,True,2
24,scene0342_00,chair,10,True,2
24,scene0342_00,chair,11,True,3
24,scene0342_00,chair,12,True,3
24,scene0342_00,chair,13,True,2
24,scene0342_00,chair,14,False,2
24,scene0342_00,chair,15,False,4
24,scene0342_00,chair,16,True,3
24,scene0342_00,chair,17,True,3
24,scene0342_00,chair,18,True,3
24,scene0342_00,chair,19,True,4
25,scene0696_02,chair,0,True,4
25,scene0696_02,chair,1,True,3
25,scene0696_02,chair,2,True,3
25,scene0696_02,chair,3,True,4
25,scene0696_02,chair,4,False,4
25,scene0696_02,chair,5,True,4
25,scene0696_02,chair,6,True,4
25,scene0696_02,chair,7,True,4
25,scene0696_02,chair,8,True,3
25,scene0696_02,chair,9,True,4
25,scene0696_02,chair,10,False,4
25,scene0696_02,curtain,11,True,4
25,scene0696_02,curtain,12,True,3
25,scene0696_02,cabinet,13,False,3
25,scene0696_02,cabinet,14,True,3
25,scene0696_02,cabinet,15,True,3
25,scene0696_02,cabinet,16,False,3
25,scene0696_02,door,17,True,3
25,scene0696_02,bed,18,True,3
26,scene0643_00,desk,0,True,3
26,scene0643_00,desk,1,True,3
26,scene0643_00,desk,2,True,3
26,scene0643_00,desk,3,True,3
26,scene0643_00,chair,4,True,3
26,scene0643_00,chair,5,True,3
26,scene0643_00,chair,6,True,3
26,scene0643_00,chair,7,True,3
26,scene0643_00,chair,8,True,2
26,scene0643_00,door,9,True,4
26,scene0643_00,door,10,True,2
26,scene0643_00,bookshelf,11,True,3
27,scene0329_01,door,0,True,4
27,scene0329_01,door,1,True,4
27,scene0329_01,door,2,True,4
27,scene0329_01,door,3,True,4
27,scene0329_01,door,4,True,4
27,scene0329_01,door,5,True,4
27,scene0329_01,door,6,True,4
27,scene0329_01,door,7,True,4
27,scene0329_01,cabinet,8,False,3
27,scene0329_01,cabinet,9,False,4
27,scene0329_01,chair,10,True,3
27,scene0329_01,chair,11,True,3
27,scene0329_01,chair,12,True,4
27,scene0329_01,chair,13,True,4
28,scene0658_00,desk,0,True,4
28,scene0658_00,cabinet,1,True,3
28,scene0658_00,cabinet,2,False,4
28,scene0658_00,door,3,True,3
28,scene0658_00,bed,4,True,3
28,scene0658_00,chair,5,True,4
29,scene0144_00,bed,0,True,3
29,scene0144_00,curtain,1,True,4
29,scene0144_00,curtain,2,False,4
29,scene0144_00,chair,3,True,3
29,scene0144_00,chair,4,True,3
29,scene0144_00,chair,5,True,4
29,scene0144_00,door,6,True,4
29,scene0144_00,door,7,True,3
29,scene0144_00,door,8,False,4
30,scene0583_02,door,0,True,4
30,scene0583_02,door,1,True,3
30,scene0583_02,bathtub,2,True,3
31,scene0488_01,cabinet,0,True,3
31,scene0488_01,cabinet,1,False,3
31,scene0488_01,cabinet,2,False,2
31,scene0488_01,cabinet,3,False,3
31,scene0488_01,cabinet,4,True,3
31,scene0488_01,cabinet,5,False,3
31,scene0488_01,cabinet,6,True,3
31,scene0488_01,cabinet,7,True,3
31,scene0488_01,cabinet,8,True,3
31,scene0488_01,cabinet,9,True,2
31,scene0488_01,counter,10,True,3
31,scene0488_01,counter,11,True,3
32,scene0552_01,cabinet,0,True,3
32,scene0552_01,cabinet,1,True,4
32,scene0552_01,cabinet,2,True,4
32,scene0552_01,chair,3,True,4
32,scene0552_01,chair,4,True,2
32,scene0552_01,chair,5,True,4
32,scene0552_01,chair,6,True,4
32,scene0552_01,chair,7,True,4
32,scene0552_01,chair,8,True,3
32,scene0552_01,counter,9,True,3
33,scene0670_01,cabinet,0,True,4
33,scene0670_01,cabinet,1,True,2
33,scene0670_01,cabinet,2,False,4
33,scene0670_01,cabinet,3,False,3
33,scene0670_01,cabinet,4,False,4
33,scene0670_01,counter,5,True,2
33,scene0670_01,counter,6,True,4
33,scene0670_01,door,7,True,4
33,scene0670_01,door,8,True,4
33,scene0670_01,chair,9,True,4
33,scene0670_01,chair,10,True,3
33,scene0670_01,chair,11,True,3
34,scene0696_01,chair,0,True,4
34,scene0696_01,chair,1,True,3
34,scene0696_01,chair,2,True,3
34,scene0696_01,chair,3,False,3
34,scene0696_01,chair,4,True,3
34,scene0696_01,chair,5,True,4
34,scene0696_01,chair,6,True,3
34,scene0696_01,chair,7,True,4
34,scene0696_01,chair,8,True,3
34,scene0696_01,chair,9,True,4
34,scene0696_01,door,10,True,3
34,scene0696_01,bed,11,True,3
34,scene0696_01,cabinet,12,True,2
34,scene0696_01,cabinet,13,False,2
34,scene0696_01,cabinet,14,False,3
34,scene0696_01,cabinet,15,True,3
34,scene0696_01,curtain,16,True,4
34,scene0696_01,curtain,17,True,4
35,scene0304_00,door,0,True,4
35,scene0304_00,cabinet,1,True,2
36,scene0660_00,chair,0,True,2
36,scene0660_00,chair,1,True,1
36,scene0660_00,chair,2,True,3
36,scene0660_00,chair,3,True,3
36,scene0660_00,chair,4,True,3
36,scene0660_00,chair,5,True,2
36,scene0660_00,chair,6,True,3
37,scene0474_03,chair,0,True,3
37,scene0474_03,chair,1,True,3
37,scene0474_03,chair,2,True,4
37,scene0474_03,bookshelf,3,True,4
37,scene0474_03,cabinet,4,True,3
37,scene0474_03,cabinet,5,True,4
37,scene0474_03,door,6,False,4
37,scene0474_03,door,7,True,3
37,scene0474_03,desk,8,True,3
37,scene0474_03,desk,9,True,3
38,scene0580_01,bed,0,True,2
38,scene0580_01,bookshelf,1,True,4
38,scene0580_01,curtain,2,True,4
38,scene0580_01,cabinet,3,False,3
38,scene0580_01,chair,4,False,3
38,scene0580_01,door,5,False,4
38,scene0580_01,door,6,True,3
39,scene0549_00,chair,0,True,4
39,scene0549_00,chair,1,True,2
39,scene0549_00,chair,2,True,3
39,scene0549_00,chair,3,True,3
39,scene0549_00,door,4,False,2
39,scene0549_00,door,5,True,2
39,scene0549_00,door,6,True,4
40,scene0316_00,chair,0,True,4
40,scene0316_00,chair,1,True,3
40,scene0316_00,door,2,True,3
40,scene0316_00,door,3,True,4
41,scene0256_01,chair,0,True,3
41,scene0256_01,curtain,1,True,4
41,scene0256_01,curtain,2,True,3
42,scene0686_01,door,0,True,2
42,scene0686_01,door,1,True,4
43,scene0645_00,door,0,False,3
43,scene0645_00,door,1,True,4
43,scene0645_00,door,2,True,4
43,scene0645_00,door,3,True,4
43,scene0645_00,desk,4,True,3
43,scene0645_00,curtain,5,True,4
43,scene0645_00,curtain,6,False,3
43,scene0645_00,curtain,7,False,3
43,scene0645_00,bathtub,8,True,3
43,scene0645_00,bed,9,True,3
43,scene0645_00,bed,10,True,3
43,scene0645_00,chair,11,True,3
43,scene0645_00,chair,12,True,4
43,scene0645_00,chair,13,True,4
43,scene0645_00,cabinet,14,True,3
43,scene0645_00,cabinet,15,True,3
44,scene0164_03,counter,0,True,2
44,scene0164_03,cabinet,1,True,3
44,scene0164_03,cabinet,2,True,3
44,scene0164_03,cabinet,3,True,4
44,scene0164_03,door,4,True,4
45,scene0208_00,bookshelf,0,True,4
45,scene0208_00,bookshelf,1,True,3
45,scene0208_00,bookshelf,2,True,2
45,scene0208_00,bookshelf,3,True,2
45,scene0208_00,bookshelf,4,True,3
46,scene0550_00,door,0,True,1
46,scene0550_00,door,1,True,4
46,scene0550_00,door,2,True,3
46,scene0550_00,cabinet,3,True,4
47,scene0406_01,bathtub,0,True,3
47,scene0406_01,cabinet,1,True,4
47,scene0406_01,door,2,True,3
47,scene0406_01,door,3,True,2
48,scene0377_02,chair,0,True,4
49,scene0553_00,door,0,True,3
50,scene0574_02,cabinet,0,True,3
50,scene0574_02,door,1,False,2
50,scene0574_02,door,2,True,4
50,scene0574_02,door,3,False,4
51,scene0025_02,door,0,True,4
51,scene0025_02,desk,1,True,4
51,scene0025_02,desk,2,True,3
51,scene0025_02,cabinet,3,True,3
51,scene0025_02,cabinet,4,True,4
51,scene0025_02,cabinet,5,True,3
51,scene0025_02,cabinet,6,False,4
51,scene0025_02,chair,7,True,4
51,scene0025_02,chair,8,True,4
52,scene0693_01,cabinet,0,True,3
52,scene0693_01,bathtub,1,True,4
52,scene0693_01,door,2,True,3
52,scene0693_01,door,3,False,3
53,scene0608_00,door,0,False,4
53,scene0608_00,curtain,1,True,4
53,scene0608_00,chair,2,True,4
53,scene0608_00,chair,3,True,4
53,scene0608_00,chair,4,True,3
54,scene0647_01,chair,0,True,3
54,scene0647_01,door,1,False,3
54,scene0647_01,door,2,False,3
55,scene0651_01,cabinet,0,True,4
55,scene0651_01,cabinet,1,True,3
55,scene0651_01,cabinet,2,True,3
55,scene0651_01,cabinet,3,True,3
55,scene0651_01,chair,4,True,4
55,scene0651_01,chair,5,True,4
55,scene0651_01,chair,6,True,4
55,scene0651_01,chair,7,True,4
55,scene0651_01,counter,8,True,3
56,scene0665_01,chair,0,False,4
56,scene0665_01,chair,1,True,4
56,scene0665_01,chair,2,True,4
56,scene0665_01,chair,3,True,4
56,scene0665_01,chair,4,True,2
56,scene0665_01,chair,5,True,3
56,scene0665_01,chair,6,True,3
56,scene0665_01,chair,7,False,4
56,scene0665_01,chair,8,True,3
56,scene0665_01,chair,9,True,3
56,scene0665_01,chair,10,True,3
56,scene0665_01,chair,11,True,3
56,scene0665_01,chair,12,True,3
56,scene0665_01,chair,13,False,3
56,scene0665_01,chair,14,True,4
56,scene0665_01,desk,15,True,2
56,scene0665_01,desk,16,False,2
56,scene0665_01,desk,17,True,3
56,scene0665_01,door,18,True,2
56,scene0665_01,door,19,True,4
57,scene0609_01,chair,0,True,2
57,scene0609_01,chair,1,True,2
57,scene0609_01,chair,2,True,2
57,scene0609_01,chair,3,True,2
57,scene0609_01,chair,4,True,2
57,scene0609_01,chair,5,True,2
57,scene0609_01,chair,6,True,3
58,scene0578_00,chair,0,True,3
58,scene0578_00,chair,1,True,3
58,scene0578_00,chair,2,True,3
58,scene0578_00,chair,3,False,3
58,scene0578_00,door,4,True,4
59,scene0077_00,cabinet,0,True,4
59,scene0077_00,door,1,True,3
59,scene0077_00,door,2,False,4
59,scene0077_00,door,3,False,4
59,scene0077_00,door,4,True,3
59,scene0077_00,counter,5,True,4
60,scene0474_04,door,0,True,4
60,scene0474_04,door,1,True,2
60,scene0474_04,bookshelf,2,True,3
60,scene0474_04,desk,3,True,3
60,scene0474_04,chair,4,True,4
60,scene0474_04,chair,5,True,2
60,scene0474_04,chair,6,True,3
60,scene0474_04,chair,7,True,3
60,scene0474_04,cabinet,8,False,2
60,scene0474_04,cabinet,9,False,3
61,scene0664_01,counter,0,True,3
61,scene0664_01,bathtub,1,True,4
61,scene0664_01,door,2,True,3
61,scene0664_01,door,3,True,2
62,scene0338_00,cabinet,0,True,3
62,scene0338_00,cabinet,1,False,4
62,scene0338_00,cabinet,2,True,4
62,scene0338_00,counter,3,True,3
62,scene0338_00,door,4,True,3
63,scene0568_02,curtain,0,True,4
63,scene0568_02,bookshelf,1,True,4
63,scene0568_02,chair,2,False,3
63,scene0568_02,chair,3,False,4
63,scene0568_02,chair,4,False,4
63,scene0568_02,chair,5,False,4
64,scene0430_00,chair,0,True,4
64,scene0430_00,chair,1,True,4
64,scene0430_00,chair,2,True,3
64,scene0430_00,chair,3,True,3
64,scene0430_00,chair,4,True,3
64,scene0430_00,chair,5,True,4
64,scene0430_00,chair,6,True,3
64,scene0430_00,chair,7,True,3
64,scene0430_00,chair,8,True,4
64,scene0430_00,chair,9,True,2
64,scene0430_00,chair,10,True,3
64,scene0430_00,chair,11,True,4
64,scene0430_00,chair,12,True,3
64,scene0430_00,chair,13,True,3
64,scene0430_00,chair,14,True,3
64,scene0430_00,chair,15,True,3
64,scene0430_00,chair,16,True,4
64,scene0430_00,chair,17,True,4
64,scene0430_00,chair,18,False,4
64,scene0430_00,door,19,False,3
65,scene0131_00,chair,0,True,2
65,scene0131_00,chair,1,True,3
65,scene0131_00,chair,2,True,4
65,scene0131_00,chair,3,True,3
65,scene0131_00,chair,4,True,3
65,scene0131_00,chair,5,True,3
65,scene0131_00,chair,6,True,3
65,scene0131_00,chair,7,True,2
65,scene0131_00,chair,8,True,3
65,scene0131_00,desk,9,False,2
66,scene0435_00,desk,0,True,4
66,scene0435_00,curtain,1,True,4
66,scene0435_00,curtain,2,False,4
66,scene0435_00,chair,3,True,2
66,scene0435_00,chair,4,True,4
66,scene0435_00,cabinet,5,True,2
66,scene0435_00,cabinet,6,True,2
66,scene0435_00,bathtub,7,True,3
66,scene0435_00,bed,8,True,4
66,scene0435_00,bed,9,True,3
66,scene0435_00,door,10,True,4
66,scene0435_00,door,11,False,3
66,scene0435_00,door,12,False,2
66,scene0435_00,door,13,True,3
67,scene0046_02,desk,0,True,4
67,scene0046_02,curtain,1,True,3
67,scene0046_02,curtain,2,True,4
67,scene0046_02,cabinet,3,True,4
67,scene0046_02,bed,4,True,3
67,scene0046_02,bathtub,5,True,4
67,scene0046_02,chair,6,True,3
67,scene0046_02,door,7,True,4
67,scene0046_02,door,8,True,3
67,scene0046_02,door,9,False,3
68,scene0689_00,door,0,True,3
68,scene0689_00,chair,1,True,4
68,scene0689_00,chair,2,True,3
68,scene0689_00,chair,3,True,3
68,scene0689_00,chair,4,True,2
68,scene0689_00,chair,5,True,3
68,scene0689_00,chair,6,True,3
68,scene0689_00,chair,7,True,2
68,scene0689_00,chair,8,True,2
69,scene0256_00,curtain,0,True,3
69,scene0256_00,curtain,1,True,4
69,scene0256_00,chair,2,True,3
70,scene0203_01,bookshelf,0,True,4
70,scene0203_01,chair,1,True,3
70,scene0203_01,chair,2,True,3
70,scene0203_01,door,3,True,4
70,scene0203_01,door,4,True,4
70,scene0203_01,door,5,True,4
71,scene0690_01,chair,0,True,3
71,scene0690_01,chair,1,True,3
71,scene0690_01,chair,2,True,3
71,scene0690_01,chair,3,True,3
71,scene0690_01,chair,4,True,4
71,scene0690_01,chair,5,True,4
71,scene0690_01,cabinet,6,True,4
71,scene0690_01,bookshelf,7,False,4
72,scene0257_00,chair,0,True,3
72,scene0257_00,chair,1,True,2
72,scene0257_00,chair,2,True,4
72,scene0257_00,chair,3,False,2
72,scene0257_00,chair,4,True,2
72,scene0257_00,chair,5,True,3
72,scene0257_00,chair,6,True,2
72,scene0257_00,chair,7,True,2
72,scene0257_00,chair,8,True,2
72,scene0257_00,chair,9,True,2
72,scene0257_00,chair,10,True,3
72,scene0257_00,chair,11,True,4
72,scene0257_00,chair,12,True,3
72,scene0257_00,chair,13,True,3
72,scene0257_00,chair,14,False,3
72,scene0257_00,chair,15,True,3
72,scene0257_00,chair,16,True,3
72,scene0257_00,chair,17,False,4
72,scene0257_00,chair,18,True,4
72,scene0257_00,door,19,True,4
72,scene0257_00,door,20,True,3
73,scene0203_00,door,0,True,3
73,scene0203_00,curtain,1,False,4
73,scene0203_00,bookshelf,2,True,4
73,scene0203_00,chair,3,True,4
74,scene0664_00,cabinet,0,True,3
74,scene0664_00,door,1,True,3
74,scene0664_00,door,2,True,4
74,scene0664_00,bathtub,3,True,2
75,scene0164_00,counter,0,True,2
75,scene0164_00,cabinet,1,True,3
75,scene0164_00,cabinet,2,True,3
75,scene0164_00,cabinet,3,True,4
75,scene0164_00,cabinet,4,True,4
75,scene0164_00,cabinet,5,False,3
75,scene0164_00,cabinet,6,False,4
75,scene0164_00,cabinet,7,False,3
75,scene0164_00,cabinet,8,False,3
75,scene0164_00,cabinet,9,True,4
75,scene0164_00,cabinet,10,False,3
75,scene0164_00,door,11,False,3
76,scene0690_00,cabinet,0,True,3
76,scene0690_00,chair,1,True,4
76,scene0690_00,chair,2,True,4
76,scene0690_00,chair,3,True,3
76,scene0690_00,chair,4,True,3
76,scene0690_00,chair,5,True,3
76,scene0690_00,chair,6,True,3
77,scene0684_00,door,0,True,2
77,scene0684_00,door,1,True,3
77,scene0684_00,chair,2,True,3
78,scene0086_00,door,0,True,3
78,scene0086_00,door,1,True,3
78,scene0086_00,door,2,True,4
78,scene0086_00,door,3,False,4
78,scene0086_00,door,4,True,3
78,scene0086_00,door,5,True,4
79,scene0164_02,cabinet,0,True,3
79,scene0164_02,cabinet,1,False,4
79,scene0164_02,cabinet,2,True,3
79,scene0164_02,cabinet,3,True,2
79,scene0164_02,counter,4,True,3
79,scene0164_02,door,5,True,4
80,scene0568_00,chair,0,True,4
80,scene0568_00,chair,1,True,3
80,scene0568_00,chair,2,False,4
80,scene0568_00,chair,3,False,2
80,scene0568_00,bookshelf,4,True,4
80,scene0568_00,curtain,5,True,3
81,scene0426_00,chair,0,True,3
81,scene0426_00,chair,1,True,3
81,scene0426_00,chair,2,True,3
81,scene0426_00,door,3,False,4
81,scene0426_00,door,4,True,4
81,scene0426_00,bed,5,True,4
81,scene0426_00,desk,6,True,3
82,scene0629_00,door,0,True,2
82,scene0629_00,door,1,True,4
82,scene0629_00,door,2,True,4
82,scene0629_00,door,3,True,3
82,scene0629_00,bed,4,True,4
82,scene0629_00,cabinet,5,True,2
82,scene0629_00,cabinet,6,True,3
82,scene0629_00,chair,7,True,2
82,scene0629_00,chair,8,True,4
83,scene0030_01,bookshelf,0,False,4
83,scene0030_01,bookshelf,1,True,4
83,scene0030_01,bookshelf,2,True,4
83,scene0030_01,bookshelf,3,False,3
83,scene0030_01,bookshelf,4,False,3
83,scene0030_01,chair,5,True,3
83,scene0030_01,chair,6,True,4
83,scene0030_01,chair,7,True,3
83,scene0030_01,chair,8,True,4
83,scene0030_01,chair,9,True,4
83,scene0030_01,chair,10,True,3
83,scene0030_01,chair,11,True,2
83,scene0030_01,chair,12,True,4
83,scene0030_01,chair,13,True,4
83,scene0030_01,chair,14,True,4
83,scene0030_01,chair,15,True,4
83,scene0030_01,chair,16,True,4
83,scene0030_01,chair,17,True,4
83,scene0030_01,chair,18,True,4
83,scene0030_01,chair,19,False,4
83,scene0030_01,chair,20,True,4
83,scene0030_01,door,21,True,4
83,scene0030_01,door,22,False,4
84,scene0412_00,door,0,True,3
84,scene0412_00,door,1,True,3
84,scene0412_00,door,2,True,3
85,scene0423_01,chair,0,True,2
85,scene0423_01,chair,1,True,2
85,scene0423_01,chair,2,True,3
85,scene0423_01,chair,3,True,2
86,scene0558_01,bookshelf,0,False,3
86,scene0558_01,bookshelf,1,True,2
86,scene0558_01,chair,2,True,3
86,scene0558_01,chair,3,True,3
86,scene0558_01,chair,4,True,2
87,scene0146_00,door,0,True,4
88,scene0606_02,chair,0,True,3
88,scene0606_02,chair,1,True,3
88,scene0606_02,chair,2,True,3
88,scene0606_02,chair,3,True,3
88,scene0606_02,chair,4,True,3
88,scene0606_02,chair,5,False,4
88,scene0606_02,cabinet,6,True,4
88,scene0606_02,door,7,True,4
88,scene0606_02,counter,8,True,4
