img_id,scan_name,classname,gt_index,has_pred_bbox
2,scene0655_01,chair,9,True
2,scene0655_01,chair,10,True
2,scene0655_01,chair,11,True
2,scene0655_01,chair,12,True
2,scene0655_01,chair,13,True
2,scene0655_01,chair,14,True
2,scene0655_01,chair,15,True
2,scene0655_01,chair,16,True
2,scene0655_01,table,17,True
3,scene0256_02,otherfurniture,0,False
3,scene0256_02,otherfurniture,1,False
3,scene0256_02,otherfurniture,2,False
3,scene0256_02,curtain,3,False
3,scene0256_02,curtain,4,False
3,scene0256_02,curtain,5,False
3,scene0256_02,bed,6,True
3,scene0256_02,cabinet,7,True
3,scene0256_02,picture,8,False
4,scene0256_00,table,0,True
4,scene0256_00,curtain,1,True
4,scene0256_00,curtain,2,True
4,scene0256_00,chair,3,True
4,scene0256_00,otherfurniture,4,False
4,scene0256_00,otherfurniture,5,False
5,scene0474_05,chair,0,True
5,scene0474_05,chair,1,True
5,scene0474_05,chair,2,True
5,scene0474_05,sofa,3,True
5,scene0474_05,bookshelf,4,True
5,scene0474_05,desk,5,True
5,scene0474_05,door,6,True
5,scene0474_05,cabinet,7,False
5,scene0474_05,cabinet,8,True
5,scene0474_05,otherfurniture,9,True
5,scene0474_05,window,10,True
5,scene0474_05,window,11,True
6,scene0474_03,chair,0,True
6,scene0474_03,chair,1,True
6,scene0474_03,chair,2,True
6,scene0474_03,bookshelf,3,False
6,scene0474_03,sofa,4,True
6,scene0474_03,window,5,True
6,scene0474_03,window,6,False
6,scene0474_03,otherfurniture,7,True
6,scene0474_03,cabinet,8,False
6,scene0474_03,cabinet,9,False
6,scene0474_03,door,10,False
6,scene0474_03,door,11,True
6,scene0474_03,desk,12,True
6,scene0474_03,desk,13,True
7,scene0462_00,cabinet,0,True
7,scene0462_00,door,1,True
7,scene0462_00,door,2,True
7,scene0462_00,door,3,False
7,scene0462_00,refrigerator,4,True
7,scene0462_00,otherfurniture,5,True
7,scene0462_00,otherfurniture,6,True
8,scene0606_02,chair,0,True
8,scene0606_02,chair,1,True
8,scene0606_02,chair,2,True
8,scene0606_02,chair,3,True
8,scene0606_02,chair,4,True
8,scene0606_02,chair,5,False
8,scene0606_02,table,6,True
8,scene0606_02,table,7,False
8,scene0606_02,window,8,True
8,scene0606_02,cabinet,9,True
8,scene0606_02,picture,10,False
8,scene0606_02,door,11,True
8,scene0606_02,counter,12,True
9,scene0025_02,sofa,0,True
9,scene0025_02,sofa,1,True
9,scene0025_02,door,2,True
9,scene0025_02,desk,3,True
9,scene0025_02,desk,4,True
9,scene0025_02,cabinet,5,True
9,scene0025_02,cabinet,6,False
9,scene0025_02,cabinet,7,True
9,scene0025_02,cabinet,8,False
9,scene0025_02,chair,9,True
9,scene0025_02,chair,10,True
9,scene0025_02,window,11,False
9,scene0025_02,window,12,True
10,scene0664_02,door,0,True
10,scene0664_02,door,1,True
10,scene0664_02,sink,2,True
10,scene0664_02,bathtub,3,True
10,scene0664_02,counter,4,True
10,scene0664_02,toilet,5,True
10,scene0664_02,otherfurniture,6,True
10,scene0664_02,picture,7,True
10,scene0664_02,showercurtain,8,True
11,scene0663_01,desk,0,True
11,scene0663_01,desk,1,True
11,scene0663_01,chair,2,True
11,scene0663_01,chair,3,True
11,scene0663_01,chair,4,True
11,scene0663_01,cabinet,5,True
11,scene0663_01,cabinet,6,False
11,scene0663_01,cabinet,7,False
11,scene0663_01,door,8,True
11,scene0663_01,window,9,False
11,scene0663_01,window,10,True
11,scene0663_01,otherfurniture,11,True
11,scene0663_01,otherfurniture,12,True
12,scene0689_00,window,0,False
12,scene0689_00,window,1,False
12,scene0689_00,door,2,True
12,scene0689_00,table,3,True
12,scene0689_00,chair,4,True
12,scene0689_00,chair,5,True
12,scene0689_00,chair,6,True
12,scene0689_00,chair,7,True
12,scene0689_00,chair,8,True
12,scene0689_00,chair,9,True
12,scene0689_00,chair,10,True
12,scene0689_00,chair,11,True
12,scene0689_00,otherfurniture,12,True
13,scene0351_01,door,0,True
13,scene0351_01,chair,1,True
13,scene0351_01,chair,2,True
13,scene0351_01,chair,3,True
13,scene0351_01,chair,4,True
13,scene0351_01,window,5,True
13,scene0351_01,cabinet,6,True
13,scene0351_01,cabinet,7,False
13,scene0351_01,desk,8,True
13,scene0351_01,desk,9,True
13,scene0351_01,otherfurniture,10,True
13,scene0351_01,otherfurniture,11,True
14,scene0558_00,chair,0,True
14,scene0558_00,chair,1,True
14,scene0558_00,chair,2,True
14,scene0558_00,bookshelf,3,False
14,scene0558_00,bookshelf,4,True
14,scene0558_00,table,5,True
14,scene0558_00,sofa,6,False
14,scene0558_00,window,7,False
14,scene0558_00,window,8,False
14,scene0558_00,window,9,False
14,scene0558_00,window,10,False
14,scene0558_00,window,11,False
14,scene0558_00,window,12,False
14,scene0558_00,window,13,False
15,scene0377_01,chair,0,True
15,scene0377_01,window,1,True
15,scene0377_01,otherfurniture,2,True
16,scene0153_00,sink,0,True
16,scene0153_00,cabinet,1,True
16,scene0153_00,cabinet,2,False
16,scene0153_00,showercurtain,3,True
16,scene0153_00,door,4,True
16,scene0153_00,toilet,5,True
16,scene0153_00,bathtub,6,True
17,scene0426_01,door,0,True
17,scene0426_01,door,1,True
17,scene0426_01,chair,2,True
17,scene0426_01,chair,3,True
17,scene0426_01,chair,4,True
17,scene0426_01,desk,5,True
17,scene0426_01,window,6,False
17,scene0426_01,otherfurniture,7,False
17,scene0426_01,otherfurniture,8,False
17,scene0426_01,bed,9,True
18,scene0549_00,sofa,0,True
18,scene0549_00,sofa,1,True
18,scene0549_00,table,2,True
18,scene0549_00,table,3,True
18,scene0549_00,table,4,True
18,scene0549_00,table,5,True
18,scene0549_00,table,6,True
18,scene0549_00,table,7,False
18,scene0549_00,table,8,True
18,scene0549_00,chair,9,True
18,scene0549_00,chair,10,True
18,scene0549_00,chair,11,True
18,scene0549_00,chair,12,True
18,scene0549_00,door,13,False
18,scene0549_00,door,14,True
18,scene0549_00,door,15,False
18,scene0549_00,window,16,True
18,scene0549_00,window,17,False
19,scene0412_00,otherfurniture,0,True
19,scene0412_00,otherfurniture,1,False
19,scene0412_00,otherfurniture,2,True
19,scene0412_00,otherfurniture,3,False
19,scene0412_00,otherfurniture,4,True
19,scene0412_00,otherfurniture,5,False
19,scene0412_00,otherfurniture,6,True
19,scene0412_00,otherfurniture,7,True
19,scene0412_00,otherfurniture,8,False
19,scene0412_00,table,9,False
19,scene0412_00,table,10,False
19,scene0412_00,table,11,False
19,scene0412_00,table,12,False
19,scene0412_00,table,13,False
19,scene0412_00,door,14,True
19,scene0412_00,door,15,True
19,scene0412_00,door,16,True
19,scene0412_00,sink,17,False
20,scene0558_01,table,0,True
20,scene0558_01,bookshelf,1,False
20,scene0558_01,bookshelf,2,True
20,scene0558_01,chair,3,True
20,scene0558_01,chair,4,True
20,scene0558_01,chair,5,True
20,scene0558_01,window,6,False
20,scene0558_01,window,7,False
20,scene0558_01,window,8,False
20,scene0558_01,window,9,False
20,scene0558_01,window,10,False
20,scene0558_01,window,11,False
20,scene0558_01,window,12,False
21,scene0430_00,chair,0,True
21,scene0430_00,chair,1,True
21,scene0430_00,chair,2,True
21,scene0430_00,chair,3,True
21,scene0430_00,chair,4,True
21,scene0430_00,chair,5,True
21,scene0430_00,chair,6,True
21,scene0430_00,chair,7,True
21,scene0430_00,chair,8,True
21,scene0430_00,chair,9,True
21,scene0430_00,chair,10,True
21,scene0430_00,chair,11,True
21,scene0430_00,chair,12,True
21,scene0430_00,chair,13,True
21,scene0430_00,chair,14,True
21,scene0430_00,chair,15,True
21,scene0430_00,chair,16,True
21,scene0430_00,chair,17,True
21,scene0430_00,chair,18,False
21,scene0430_00,table,19,True
21,scene0430_00,door,20,False
21,scene0430_00,window,21,True
22,scene0164_03,counter,0,True
22,scene0164_03,cabinet,1,False
22,scene0164_03,cabinet,2,True
22,scene0164_03,cabinet,3,True
22,scene0164_03,door,4,True
22,scene0164_03,picture,5,False
22,scene0164_03,refrigerator,6,True
23,scene0593_01,door,0,True
23,scene0593_01,door,1,True
23,scene0593_01,sofa,2,True
23,scene0593_01,cabinet,3,True
23,scene0593_01,cabinet,4,True
23,scene0593_01,cabinet,5,True
23,scene0593_01,cabinet,6,False
23,scene0593_01,otherfurniture,7,True
23,scene0593_01,otherfurniture,8,True
23,scene0593_01,window,9,True
23,scene0593_01,window,10,False
23,scene0593_01,table,11,False
24,scene0081_02,table,0,True
24,scene0081_02,table,1,True
24,scene0081_02,table,2,True
24,scene0081_02,table,3,True
24,scene0081_02,table,4,True
24,scene0081_02,table,5,True
24,scene0081_02,table,6,True
24,scene0081_02,chair,7,True
24,scene0081_02,chair,8,True
24,scene0081_02,chair,9,True
24,scene0081_02,chair,10,True
24,scene0081_02,chair,11,True
24,scene0081_02,chair,12,True
24,scene0081_02,chair,13,True
24,scene0081_02,chair,14,True
24,scene0081_02,chair,15,True
24,scene0081_02,chair,16,True
24,scene0081_02,chair,17,True
24,scene0081_02,chair,18,True
24,scene0081_02,chair,19,True
24,scene0081_02,chair,20,True
24,scene0081_02,chair,21,True
24,scene0081_02,chair,22,True
24,scene0081_02,chair,23,True
24,scene0081_02,chair,24,True
24,scene0081_02,chair,25,True
24,scene0081_02,chair,26,True
24,scene0081_02,chair,27,True
24,scene0081_02,chair,28,True
24,scene0081_02,chair,29,True
24,scene0081_02,chair,30,True
24,scene0081_02,chair,31,True
24,scene0081_02,chair,32,True
24,scene0081_02,chair,33,False
25,scene0648_00,door,0,False
25,scene0648_00,picture,1,False
25,scene0648_00,picture,2,False
25,scene0648_00,picture,3,False
25,scene0648_00,otherfurniture,4,True
25,scene0648_00,bed,5,True
25,scene0648_00,bed,6,True
25,scene0648_00,desk,7,True
25,scene0648_00,desk,8,True
25,scene0648_00,bookshelf,9,False
25,scene0648_00,cabinet,10,True
25,scene0648_00,window,11,True
25,scene0648_00,chair,12,True
25,scene0648_00,chair,13,True
26,scene0307_01,otherfurniture,0,True
26,scene0307_01,otherfurniture,1,True
26,scene0307_01,otherfurniture,2,False
26,scene0307_01,otherfurniture,3,True
26,scene0307_01,door,4,False
26,scene0307_01,door,5,False
26,scene0307_01,door,6,False
26,scene0307_01,door,7,False
26,scene0307_01,door,8,False
26,scene0307_01,door,9,False
26,scene0307_01,chair,10,True
26,scene0307_01,cabinet,11,True
26,scene0307_01,refrigerator,12,False
26,scene0307_01,sink,13,False
26,scene0307_01,sink,14,False
26,scene0307_01,window,15,False
26,scene0307_01,window,16,False
26,scene0307_01,window,17,False
26,scene0307_01,table,18,True
26,scene0307_01,table,19,False
27,scene0011_01,refrigerator,0,False
27,scene0011_01,refrigerator,1,True
27,scene0011_01,chair,2,True
27,scene0011_01,chair,3,True
27,scene0011_01,chair,4,True
27,scene0011_01,chair,5,True
27,scene0011_01,chair,6,True
27,scene0011_01,chair,7,True
27,scene0011_01,chair,8,True
27,scene0011_01,chair,9,True
27,scene0011_01,chair,10,True
27,scene0011_01,chair,11,True
27,scene0011_01,counter,12,True
27,scene0011_01,window,13,True
27,scene0011_01,table,14,True
27,scene0011_01,otherfurniture,15,True
27,scene0011_01,otherfurniture,16,False
27,scene0011_01,otherfurniture,17,True
27,scene0011_01,cabinet,18,True
27,scene0011_01,cabinet,19,False
27,scene0011_01,cabinet,20,False
27,scene0011_01,sink,21,False
27,scene0011_01,door,22,True
28,scene0699_00,door,0,True
28,scene0699_00,door,1,True
28,scene0699_00,door,2,True
28,scene0699_00,door,3,False
28,scene0699_00,table,4,True
28,scene0699_00,toilet,5,True
28,scene0699_00,cabinet,6,True
28,scene0699_00,bed,7,True
28,scene0699_00,otherfurniture,8,False
28,scene0699_00,chair,9,True
28,scene0699_00,window,10,True
28,scene0699_00,window,11,False
28,scene0699_00,picture,12,True
29,scene0307_00,door,0,False
29,scene0307_00,door,1,False
29,scene0307_00,door,2,False
29,scene0307_00,door,3,False
29,scene0307_00,door,4,False
29,scene0307_00,door,5,True
29,scene0307_00,sink,6,False
29,scene0307_00,sink,7,True
29,scene0307_00,otherfurniture,8,False
29,scene0307_00,otherfurniture,9,True
29,scene0307_00,otherfurniture,10,True
29,scene0307_00,otherfurniture,11,True
29,scene0307_00,table,12,True
29,scene0307_00,window,13,False
29,scene0307_00,window,14,True
29,scene0307_00,cabinet,15,False
29,scene0307_00,cabinet,16,True
29,scene0307_00,cabinet,17,True
29,scene0307_00,chair,18,True
29,scene0307_00,refrigerator,19,True
30,scene0645_01,sofa,0,True
30,scene0645_01,chair,1,True
30,scene0645_01,chair,2,True
30,scene0645_01,chair,3,True
30,scene0645_01,bed,4,True
30,scene0645_01,bed,5,True
30,scene0645_01,otherfurniture,6,True
30,scene0645_01,otherfurniture,7,False
30,scene0645_01,otherfurniture,8,True
30,scene0645_01,otherfurniture,9,True
30,scene0645_01,otherfurniture,10,False
30,scene0645_01,cabinet,11,True
30,scene0645_01,cabinet,12,False
30,scene0645_01,bathtub,13,True
30,scene0645_01,desk,14,True
30,scene0645_01,toilet,15,True
30,scene0645_01,curtain,16,True
30,scene0645_01,table,17,True
30,scene0645_01,table,18,True
30,scene0645_01,table,19,True
30,scene0645_01,door,20,True
30,scene0645_01,door,21,False
30,scene0645_01,door,22,False
30,scene0645_01,door,23,True
30,scene0645_01,picture,24,True
30,scene0645_01,window,25,False
30,scene0645_01,sink,26,False
30,scene0645_01,showercurtain,27,True
31,scene0196_00,table,0,True
31,scene0196_00,table,1,True
31,scene0196_00,table,2,True
31,scene0196_00,table,3,True
31,scene0196_00,table,4,True
31,scene0196_00,door,5,True
31,scene0196_00,chair,6,True
31,scene0196_00,chair,7,True
31,scene0196_00,chair,8,True
31,scene0196_00,chair,9,True
31,scene0196_00,chair,10,True
31,scene0196_00,chair,11,True
31,scene0196_00,chair,12,True
31,scene0196_00,chair,13,True
31,scene0196_00,chair,14,True
31,scene0196_00,chair,15,True
31,scene0196_00,chair,16,True
31,scene0196_00,chair,17,True
31,scene0196_00,chair,18,True
31,scene0196_00,chair,19,True
31,scene0196_00,chair,20,True
31,scene0196_00,chair,21,True
31,scene0196_00,chair,22,True
31,scene0196_00,chair,23,True
31,scene0196_00,chair,24,True
31,scene0196_00,chair,25,True
31,scene0196_00,chair,26,True
31,scene0196_00,chair,27,False
31,scene0196_00,chair,28,True
31,scene0196_00,otherfurniture,29,True
32,scene0607_01,chair,0,True
32,scene0607_01,chair,1,False
32,scene0607_01,chair,2,True
32,scene0607_01,chair,3,False
32,scene0607_01,table,4,True
32,scene0607_01,cabinet,5,True
32,scene0607_01,cabinet,6,True
32,scene0607_01,refrigerator,7,False
32,scene0607_01,sink,8,False
32,scene0607_01,sink,9,False
32,scene0607_01,counter,10,True
33,scene0599_00,otherfurniture,0,True
33,scene0599_00,table,1,True
33,scene0599_00,door,2,True
33,scene0599_00,door,3,False
33,scene0599_00,window,4,True
33,scene0599_00,window,5,True
33,scene0599_00,chair,6,True
33,scene0599_00,chair,7,True
33,scene0599_00,chair,8,True
33,scene0599_00,chair,9,True
33,scene0599_00,chair,10,True
33,scene0599_00,chair,11,True
33,scene0599_00,chair,12,True
33,scene0599_00,chair,13,True
33,scene0599_00,chair,14,True
34,scene0696_02,sofa,0,True
34,scene0696_02,chair,1,True
34,scene0696_02,chair,2,True
34,scene0696_02,chair,3,True
34,scene0696_02,chair,4,True
34,scene0696_02,chair,5,False
34,scene0696_02,chair,6,True
34,scene0696_02,chair,7,True
34,scene0696_02,chair,8,False
34,scene0696_02,chair,9,False
34,scene0696_02,chair,10,True
34,scene0696_02,chair,11,True
34,scene0696_02,table,12,True
34,scene0696_02,curtain,13,True
34,scene0696_02,curtain,14,True
34,scene0696_02,otherfurniture,15,False
34,scene0696_02,cabinet,16,True
34,scene0696_02,cabinet,17,True
34,scene0696_02,cabinet,18,True
34,scene0696_02,cabinet,19,False
34,scene0696_02,door,20,True
34,scene0696_02,bed,21,True
35,scene0574_02,sink,0,False
35,scene0574_02,cabinet,1,True
35,scene0574_02,otherfurniture,2,True
35,scene0574_02,otherfurniture,3,True
35,scene0574_02,otherfurniture,4,True
35,scene0574_02,otherfurniture,5,False
35,scene0574_02,door,6,True
35,scene0574_02,door,7,True
35,scene0574_02,door,8,False
35,scene0574_02,table,9,True
36,scene0338_01,otherfurniture,0,True
36,scene0338_01,otherfurniture,1,True
36,scene0338_01,cabinet,2,True
36,scene0338_01,cabinet,3,False
36,scene0338_01,counter,4,True
36,scene0338_01,door,5,True
37,scene0382_01,otherfurniture,0,False
37,scene0382_01,otherfurniture,1,False
37,scene0382_01,otherfurniture,2,True
37,scene0382_01,desk,3,True
37,scene0382_01,chair,4,True
37,scene0382_01,bed,5,False
37,scene0382_01,curtain,6,True
37,scene0382_01,window,7,True
37,scene0382_01,door,8,True
37,scene0382_01,door,9,True
38,scene0575_01,window,0,False
38,scene0575_01,chair,1,True
38,scene0575_01,chair,2,True
38,scene0575_01,chair,3,True
38,scene0575_01,chair,4,True
38,scene0575_01,chair,5,True
38,scene0575_01,chair,6,True
38,scene0575_01,chair,7,True
38,scene0575_01,chair,8,True
38,scene0575_01,chair,9,True
38,scene0575_01,chair,10,True
38,scene0575_01,otherfurniture,11,True
38,scene0575_01,door,12,True
38,scene0575_01,table,13,True
39,scene0500_00,chair,0,True
39,scene0500_00,chair,1,True
39,scene0500_00,chair,2,True
39,scene0500_00,chair,3,True
39,scene0500_00,chair,4,False
39,scene0500_00,chair,5,True
39,scene0500_00,chair,6,True
39,scene0500_00,chair,7,True
39,scene0500_00,chair,8,True
39,scene0500_00,chair,9,True
39,scene0500_00,chair,10,True
39,scene0500_00,chair,11,True
39,scene0500_00,chair,12,False
39,scene0500_00,chair,13,True
39,scene0500_00,chair,14,True
39,scene0500_00,chair,15,True
39,scene0500_00,chair,16,True
39,scene0500_00,chair,17,True
39,scene0500_00,chair,18,True
39,scene0500_00,chair,19,False
39,scene0500_00,chair,20,False
39,scene0500_00,chair,21,True
39,scene0500_00,chair,22,True
39,scene0500_00,chair,23,True
39,scene0500_00,chair,24,True
39,scene0500_00,chair,25,True
39,scene0500_00,chair,26,True
39,scene0500_00,chair,27,True
39,scene0500_00,chair,28,True
39,scene0500_00,chair,29,True
39,scene0500_00,chair,30,True
39,scene0500_00,chair,31,True
39,scene0500_00,chair,32,True
39,scene0500_00,chair,33,True
39,scene0500_00,chair,34,False
39,scene0500_00,chair,35,True
39,scene0500_00,chair,36,True
39,scene0500_00,chair,37,True
39,scene0500_00,chair,38,True
39,scene0500_00,table,39,True
39,scene0500_00,table,40,True
39,scene0500_00,window,41,True
39,scene0500_00,window,42,True
39,scene0500_00,window,43,True
39,scene0500_00,window,44,True
39,scene0500_00,window,45,True
39,scene0500_00,door,46,False
40,scene0647_00,sofa,0,False
40,scene0647_00,sofa,1,False
40,scene0647_00,otherfurniture,2,True
40,scene0647_00,chair,3,True
40,scene0647_00,table,4,False
40,scene0647_00,table,5,True
40,scene0647_00,table,6,True
40,scene0647_00,door,7,False
40,scene0647_00,door,8,False
40,scene0647_00,picture,9,False
40,scene0647_00,picture,10,True
40,scene0647_00,picture,11,True
41,scene0653_00,cabinet,0,True
41,scene0653_00,cabinet,1,True
41,scene0653_00,cabinet,2,True
41,scene0653_00,cabinet,3,True
41,scene0653_00,cabinet,4,True
41,scene0653_00,cabinet,5,False
41,scene0653_00,chair,6,True
41,scene0653_00,chair,7,True
41,scene0653_00,chair,8,True
41,scene0653_00,chair,9,True
41,scene0653_00,chair,10,True
41,scene0653_00,chair,11,True
41,scene0653_00,chair,12,True
41,scene0653_00,chair,13,True
41,scene0653_00,window,14,True
41,scene0653_00,window,15,True
41,scene0653_00,desk,16,True
41,scene0653_00,desk,17,True
41,scene0653_00,desk,18,True
41,scene0653_00,desk,19,True
41,scene0653_00,desk,20,True
41,scene0653_00,desk,21,True
41,scene0653_00,door,22,False
41,scene0653_00,otherfurniture,23,True
41,scene0653_00,otherfurniture,24,True
42,scene0377_02,window,0,False
42,scene0377_02,otherfurniture,1,True
42,scene0377_02,chair,2,True
43,scene0697_00,otherfurniture,0,True
43,scene0697_00,otherfurniture,1,True
43,scene0697_00,window,2,False
43,scene0697_00,window,3,True
43,scene0697_00,door,4,False
43,scene0697_00,door,5,False
43,scene0697_00,bed,6,True
43,scene0697_00,bed,7,False
43,scene0697_00,picture,8,True
44,scene0077_01,otherfurniture,0,True
44,scene0077_01,otherfurniture,1,True
44,scene0077_01,door,2,True
44,scene0077_01,door,3,True
44,scene0077_01,door,4,False
44,scene0077_01,counter,5,False
44,scene0077_01,table,6,True
44,scene0077_01,window,7,False
44,scene0077_01,cabinet,8,True
45,scene0685_02,table,0,True
45,scene0685_02,table,1,True
45,scene0685_02,otherfurniture,2,True
45,scene0685_02,otherfurniture,3,True
45,scene0685_02,door,4,True
45,scene0685_02,picture,5,False
46,scene0423_01,table,0,True
46,scene0423_01,chair,1,True
46,scene0423_01,chair,2,True
46,scene0423_01,chair,3,True
46,scene0423_01,chair,4,True
47,scene0583_02,window,0,True
47,scene0583_02,showercurtain,1,False
47,scene0583_02,toilet,2,True
47,scene0583_02,door,3,True
47,scene0583_02,door,4,True
47,scene0583_02,sink,5,True
47,scene0583_02,sink,6,True
47,scene0583_02,bathtub,7,True
47,scene0583_02,picture,8,True
47,scene0583_02,otherfurniture,9,False
48,scene0357_00,door,0,True
48,scene0357_00,door,1,False
48,scene0357_00,door,2,False
48,scene0357_00,door,3,True
48,scene0357_00,table,4,True
48,scene0357_00,curtain,5,True
48,scene0357_00,cabinet,6,False
48,scene0357_00,cabinet,7,True
48,scene0357_00,window,8,False
49,scene0697_03,otherfurniture,0,True
49,scene0697_03,otherfurniture,1,True
49,scene0697_03,otherfurniture,2,False
49,scene0697_03,bed,3,False
49,scene0697_03,bed,4,True
49,scene0697_03,picture,5,True
49,scene0697_03,door,6,False
49,scene0697_03,window,7,False
50,scene0686_02,toilet,0,True
50,scene0686_02,toilet,1,True
50,scene0686_02,otherfurniture,2,True
50,scene0686_02,sink,3,True
50,scene0686_02,door,4,False
50,scene0686_02,door,5,True
51,scene0256_01,chair,0,True
51,scene0256_01,curtain,1,True
51,scene0256_01,curtain,2,True
51,scene0256_01,table,3,True
51,scene0256_01,otherfurniture,4,False
51,scene0256_01,otherfurniture,5,False
52,scene0575_00,chair,0,True
52,scene0575_00,chair,1,True
52,scene0575_00,chair,2,True
52,scene0575_00,chair,3,True
52,scene0575_00,chair,4,True
52,scene0575_00,chair,5,True
52,scene0575_00,chair,6,True
52,scene0575_00,chair,7,True
52,scene0575_00,chair,8,True
52,scene0575_00,chair,9,True
52,scene0575_00,otherfurniture,10,True
52,scene0575_00,table,11,False
52,scene0575_00,door,12,True
52,scene0575_00,window,13,False
53,scene0338_00,otherfurniture,0,True
53,scene0338_00,otherfurniture,1,True
53,scene0338_00,cabinet,2,True
53,scene0338_00,cabinet,3,False
53,scene0338_00,cabinet,4,True
53,scene0338_00,counter,5,True
53,scene0338_00,door,6,True
54,scene0050_02,chair,0,True
54,scene0050_02,chair,1,True
54,scene0050_02,desk,2,True
54,scene0050_02,otherfurniture,3,True
54,scene0050_02,otherfurniture,4,True
54,scene0050_02,otherfurniture,5,True
54,scene0050_02,otherfurniture,6,False
54,scene0050_02,sofa,7,True
54,scene0050_02,refrigerator,8,False
54,scene0050_02,door,9,False
54,scene0050_02,door,10,True
54,scene0050_02,door,11,True
54,scene0050_02,door,12,True
54,scene0050_02,door,13,True
54,scene0050_02,door,14,True
54,scene0050_02,table,15,True
55,scene0435_01,curtain,0,True
55,scene0435_01,curtain,1,False
55,scene0435_01,refrigerator,2,True
55,scene0435_01,picture,3,False
55,scene0435_01,picture,4,False
55,scene0435_01,picture,5,False
55,scene0435_01,otherfurniture,6,False
55,scene0435_01,otherfurniture,7,True
55,scene0435_01,otherfurniture,8,True
55,scene0435_01,bathtub,9,True
55,scene0435_01,sink,10,True
55,scene0435_01,sink,11,True
55,scene0435_01,chair,12,True
55,scene0435_01,chair,13,True
55,scene0435_01,bed,14,True
55,scene0435_01,bed,15,True
55,scene0435_01,toilet,16,True
55,scene0435_01,desk,17,True
55,scene0435_01,door,18,False
55,scene0435_01,door,19,True
55,scene0435_01,door,20,False
55,scene0435_01,showercurtain,21,True
56,scene0149_00,counter,0,True
56,scene0149_00,counter,1,True
56,scene0149_00,refrigerator,2,True
56,scene0149_00,cabinet,3,False
56,scene0149_00,cabinet,4,False
56,scene0149_00,cabinet,5,False
56,scene0149_00,cabinet,6,True
56,scene0149_00,cabinet,7,True
56,scene0149_00,cabinet,8,False
56,scene0149_00,cabinet,9,False
56,scene0149_00,cabinet,10,True
56,scene0149_00,cabinet,11,True
56,scene0149_00,window,12,True
56,scene0149_00,chair,13,False
56,scene0149_00,otherfurniture,14,False
56,scene0149_00,sink,15,True
56,scene0149_00,table,16,False
57,scene0575_02,chair,0,True
57,scene0575_02,chair,1,True
57,scene0575_02,chair,2,True
57,scene0575_02,chair,3,True
57,scene0575_02,chair,4,True
57,scene0575_02,chair,5,True
57,scene0575_02,chair,6,True
57,scene0575_02,chair,7,True
57,scene0575_02,chair,8,True
57,scene0575_02,chair,9,True
57,scene0575_02,otherfurniture,10,True
57,scene0575_02,table,11,True
57,scene0575_02,door,12,True
57,scene0575_02,window,13,False
58,scene0591_00,sofa,0,True
58,scene0591_00,chair,1,True
58,scene0591_00,chair,2,True
58,scene0591_00,cabinet,3,True
58,scene0591_00,cabinet,4,True
58,scene0591_00,cabinet,5,False
58,scene0591_00,cabinet,6,True
58,scene0591_00,cabinet,7,True
58,scene0591_00,desk,8,True
58,scene0591_00,desk,9,True
58,scene0591_00,door,10,True
58,scene0591_00,bookshelf,11,False
58,scene0591_00,otherfurniture,12,True
58,scene0591_00,window,13,True
59,scene0355_01,chair,0,True
59,scene0355_01,chair,1,True
59,scene0355_01,chair,2,True
